Order	Family	MVZDatabase	Species	Asymmetry	Ellipticity	AvgLength (cm)	Number of images	Number of eggs
PASSERIFORMES	Vireonidae	Vireo vicinior	Vireo vicinior	0.1642	0.3709	1.9014	4	14
PASSERIFORMES	Zosteropidae	Zosterops japonica	Zosterops japonicus	0.1414	0.2727	1.5040	1	3
PASSERIFORMES	Zosteropidae	Zosterops lateralis	Zosterops lateralis	0.1470	0.3581	1.6491	1	3
PASSERIFORMES	Zosteropidae	Zosterops virens	Zosterops pallidus	0.1849	0.3948	1.7056	4	9
PASSERIFORMES	Zosteropidae	Zosterops senegalensis	Zosterops senegalensis	0.1789	0.3826	1.5623	1	2
PELECANIFORMES	Ardeidae	Ardea cinerea	Ardea cinerea	0.0753	0.4232	6.0670	4	15
PELECANIFORMES	Ardeidae	Ardea cocoi	Ardea cocoi	0.0913	0.4012	6.4086	1	3
PELECANIFORMES	Ardeidae	Ardea herodias	Ardea herodias	0.0735	0.4251	6.5299	77	289
PELECANIFORMES	Ardeidae	Ardea melanocephala	Ardea melanocephala	0.0415	0.3606	5.8085	1	3
PELECANIFORMES	Ardeidae	Ardea purpurea	Ardea purpurea	0.0875	0.3089	5.3435	1	4
PELECANIFORMES	Ardeidae	Ardeola speciosa	Ardeola speciosa	0.0669	0.3192	3.6944	1	4
PELECANIFORMES	Ardeidae	Botaurus lentiginosus	Botaurus lentiginosus	0.0769	0.3573	4.8971	19	89
PELECANIFORMES	Ardeidae	Butorides striatus	Butorides striata	0.0385	0.3898	3.7977	3	9
PELECANIFORMES	Ardeidae	Butorides virescens	Butorides virescens	0.0415	0.3250	3.8873	41	179
PELECANIFORMES	Ardeidae	Ardea alba	Casmerodius albus	0.0801	0.3676	5.1851	6	22
PELECANIFORMES	Ardeidae	Egretta ardesiaca	Egretta ardesiaca	0.0714	0.3683	4.1915	1	3
PELECANIFORMES	Ardeidae	Egretta caerulea	Egretta caerulea	0.0566	0.3812	4.5502	23	91
PELECANIFORMES	Ardeidae	Egretta novaehollandiae	Egretta novaehollandiae	0.0458	0.3081	4.7203	1	4
PELECANIFORMES	Ardeidae	Egretta rufescens	Egretta rufescens	0.0647	0.3630	4.9233	11	36
PELECANIFORMES	Ardeidae	Egretta thula	Egretta thula	0.0587	0.3756	4.4634	15	64
PELECANIFORMES	Ardeidae	Egretta tricolor	Egretta tricolor	0.0493	0.3915	4.5538	21	72
PELECANIFORMES	Ardeidae	Ixobrychus cinnamomeus	Ixobrychus cinnamomeus	0.0317	0.2598	3.4134	2	7
PELECANIFORMES	Ardeidae	Ixobrychus exilis	Ixobrychus exilis	0.0394	0.3307	3.1788	15	67
PELECANIFORMES	Ardeidae	Ixobrychus minutus	Ixobrychus minutus	0.0733	0.3355	3.6788	1	6
PELECANIFORMES	Ardeidae	Ixobrychus sinensis	Ixobrychus sinensis	0.0643	0.4167	3.2688	1	3
PELECANIFORMES	Ardeidae	Nyctanassa violacea	Nyctanassa violacea	0.0695	0.3739	5.1448	13	41
PELECANIFORMES	Ardeidae	Nycticorax nycticorax	Nycticorax nycticorax	0.0980	0.4089	5.2569	49	187
PELECANIFORMES	Pelecanidae	Pelecanus erythrorhynchos	Pelecanus erythrorhynchos	0.1643	0.5804	8.8410	30	57
PELECANIFORMES	Pelecanidae	Pelecanus occidentalis	Pelecanus occidentalis	0.1434	0.5699	7.9073	22	59
PELECANIFORMES	Scopidae	Scopus umbretta	Scopus umbretta	0.1085	0.3235	4.6386	1	6
PELECANIFORMES	Threskiornithidae	Bostrychia hagedash	Bostrychia hagedash	0.1360	0.4308	6.1837	2	6
PELECANIFORMES	Threskiornithidae	Eudocimus albus	Eudocimus albus	0.1598	0.5020	5.9553	13	39
PELECANIFORMES	Threskiornithidae	Eudocimus ruber	Eudocimus ruber	0.1443	0.5071	5.7392	7	16
PELECANIFORMES	Threskiornithidae	Platalea ajaja	Platalea ajaja	0.1711	0.4946	6.2814	2	7
PELECANIFORMES	Threskiornithidae	Plegadis chihi	Plegadis chihi	0.1286	0.4294	5.1955	28	111
PELECANIFORMES	Threskiornithidae	Plegadis falcinellus	Plegadis falcinellus	0.1072	0.4256	5.0908	1	3
PHAETHONTIFORMES	Phaethontidae	Phaethon aethereus	Phaethon aethereus	0.2451	0.4199	5.9298	6	6
PHAETHONTIFORMES	Phaethontidae	Phaethon lepturus	Phaethon lepturus	0.2594	0.5206	5.7223	2	2
PHAETHONTIFORMES	Phaethontidae	Phaethon rubricauda	Phaethon rubricauda	0.2577	0.4486	6.7408	9	9
PHOENICOPTERIFORMES	Phoenicopteridae	Phoenicopterus ruber	Phoenicopterus ruber	0.1712	0.5955	8.8469	5	6
PICIFORMES	Bucconidae	Nystalus maculatus	Nystalus maculatus	0.0422	0.1984	2.5058	3	10
PICIFORMES	Lybiidae	Smilorhis leucotis	Stactolaema leucotis	0.1099	0.3326	2.3208	1	2
PICIFORMES	Lybiidae	Trachyphonus vaillantii	Trachyphonus vaillantii	0.1652	0.4034	2.7018	1	2
PICIFORMES	Lybiidae	Tricholaema lacrymosum	Tricholaema lacrymosa	0.1068	0.3922	1.9122	1	3
PICIFORMES	Picidae	Campethera caroli	Campethera caroli	0.1301	0.3815	2.2985	1	1
PICIFORMES	Picidae	Campethera nivosa	Campethera nivosa	0.0934	0.2658	2.0985	1	2
PICIFORMES	Picidae	Colaptes auratus	Colaptes auratus	0.1289	0.3103	2.8285	88	551
PICIFORMES	Picidae	Colaptes chrysoides	Colaptes chrysoides	0.1239	0.3135	2.8163	9	38
PICIFORMES	Picidae	Dendrocopos major	Dendrocopos major	0.2377	0.4606	2.7200	1	5
PICIFORMES	Picidae	Dryocopus pileatus	Dryocopus pileatus	0.1898	0.3277	3.1930	6	22
PICIFORMES	Picidae	Jynx torquilla	Jynx torquilla	0.1130	0.3484	2.0917	1	10
PICIFORMES	Picidae	Melanerpes aurifrons	Melanerpes aurifrons	0.1473	0.3360	2.5682	7	34
PICIFORMES	Picidae	Melanerpes carolinus	Melanerpes carolinus	0.1435	0.3829	2.5769	5	22
PICIFORMES	Picidae	Melanerpes erythrocephalus	Melanerpes erythrocephalus	0.1092	0.3596	2.5616	9	47
PICIFORMES	Picidae	Melanerpes formicivorus	Melanerpes formicivorus	0.0807	0.3047	2.4851	14	77
PICIFORMES	Picidae	Melanerpes lewis	Melanerpes lewis	0.1136	0.3239	2.6300	5	28
PICIFORMES	Picidae	Melanerpes uropygialis	Melanerpes uropygialis	0.1281	0.3693	2.4775	5	16
PICIFORMES	Picidae	Picoides albolarvatus	Picoides albolarvatus	0.1426	0.3674	2.5023	20	83
PICIFORMES	Picidae	Picoides arcticus	Picoides arcticus	0.0960	0.3338	2.4766	1	4
PICIFORMES	Picidae	Picoides nuttallii	Picoides nuttallii	0.1111	0.3458	2.1624	8	35
PICIFORMES	Picidae	Picoides pubescens	Picoides pubescens	0.1258	0.2944	1.9212	24	118
PICIFORMES	Picidae	Picoides scalaris	Picoides scalaris	0.1590	0.3899	2.1111	4	16
PICIFORMES	Picidae	Picoides tridactylus	Picoides tridactylus	0.1333	0.2656	2.2915	1	4
PICIFORMES	Picidae	Picoides villosus	Picoides villosus	0.1187	0.3353	2.4228	23	84
PICIFORMES	Picidae	Picus canus	Picus canus	0.2306	0.3719	2.8684	1	2
PICIFORMES	Picidae	Picus viridis	Picus viridis	0.2014	0.4624	3.2817	2	12
PICIFORMES	Picidae	Sphyrapicus nuchalis	Sphyrapicus nuchalis	0.1209	0.3882	2.2991	2	7
PICIFORMES	Picidae	Sphyrapicus ruber	Sphyrapicus ruber	0.1487	0.4252	2.4077	3	13
PICIFORMES	Picidae	Sphyrapicus thyroideus	Sphyrapicus thyroideus	0.1153	0.3424	2.3437	12	59
PICIFORMES	Picidae	Sphyrapicus varius	Sphyrapicus varius	0.1166	0.3308	2.1905	3	18
PODICIPEDIFORMES	Podicipedidae	Podiceps auritus	Podiceps auritus	0.1176	0.5360	4.4575	6	28
PODICIPEDIFORMES	Podicipedidae	Podiceps cristatus	Podiceps cristatus	0.0995	0.4382	5.0450	1	3
PODICIPEDIFORMES	Podicipedidae	Podiceps grisegena	Podiceps grisegena	0.1229	0.5738	5.6156	11	51
PODICIPEDIFORMES	Podicipedidae	Podiceps major	Podiceps major	0.1080	0.5230	5.7983	1	3
PODICIPEDIFORMES	Podicipedidae	Podiceps nigricollis	Podiceps nigricollis	0.1063	0.4736	4.3948	25	130
PODICIPEDIFORMES	Podicipedidae	Podilymbus podiceps	Podilymbus podiceps	0.0985	0.4591	4.3253	29	173
PODICIPEDIFORMES	Podicipedidae	Tachybaptus dominicus	Tachybaptus dominicus	0.0477	0.4375	3.3441	8	34
PODICIPEDIFORMES	Podicipedidae	Tachybaptus ruficollis	Tachybaptus ruficollis	0.0831	0.4704	3.7323	2	7
PROCELLARIIFORMES	Diomedeidae	Diomedea epomophora	Diomedea epomophora	0.1668	0.5967	13.1383	1	1
PROCELLARIIFORMES	Diomedeidae	Diomedea exulans	Diomedea exulans	0.1925	0.6200	13.6912	4	4
PROCELLARIIFORMES	Diomedeidae	Phoebastria albatrus	Phoebastria albatrus	0.1359	0.5365	11.4180	2	2
PROCELLARIIFORMES	Diomedeidae	Phoebastria immutabilis	Phoebastria immutabilis	0.1848	0.5738	10.8648	16	16
PROCELLARIIFORMES	Diomedeidae	Phoebastria irrorata	Phoebastria irrorata	0.1158	0.5548	10.9743	3	3
PROCELLARIIFORMES	Diomedeidae	Phoebastria nigripes	Phoebastria nigripes	0.1585	0.5606	11.0001	18	18
PROCELLARIIFORMES	Diomedeidae	Thalassarche bulleri	Thalassarche bulleri	0.0576	0.4143	9.8397	1	1
PROCELLARIIFORMES	Diomedeidae	Thalassarche chlororhynchos	Thalassarche chlororhynchos	0.1497	0.5400	10.9250	3	3
PROCELLARIIFORMES	Diomedeidae	Thalassarche chrysostoma	Thalassarche chrysostoma	0.1482	0.5331	11.0909	1	1
PROCELLARIIFORMES	Diomedeidae	Thalassarche melanophris	Thalassarche melanophrys	0.1971	0.5908	10.3789	6	6
PROCELLARIIFORMES	Hydrobatidae	Halocyptena microsoma	Halocyptena microsoma	0.0934	0.3394	2.5802	6	6
PROCELLARIIFORMES	Hydrobatidae	Hydrobates pelagicus	Hydrobates pelagicus	0.0622	0.3166	2.8192	5	5
PROCELLARIIFORMES	Hydrobatidae	Oceanodroma furcata	Oceanodroma furcata	0.0889	0.3236	3.2253	16	17
PROCELLARIIFORMES	Hydrobatidae	Oceanodroma homochroa	Oceanodroma homochroa	0.0995	0.3095	2.9808	20	20
PROCELLARIIFORMES	Hydrobatidae	Oceanodroma leucorhoa	Oceanodroma leucorhoa	0.0626	0.3483	3.1600	84	84
PROCELLARIIFORMES	Hydrobatidae	Oceanodroma melania	Oceanodroma melania	0.1071	0.3705	3.5684	7	7
PROCELLARIIFORMES	Oceanitidae	Pelagodroma marina	Pelagodroma marina	0.1011	0.3721	3.6912	5	5
PROCELLARIIFORMES	Procellariidae	Bulweria bulwerii	Bulweria bulwerii	0.2208	0.3937	4.0903	6	6
PROCELLARIIFORMES	Procellariidae	Calonectris leucomelas	Calonectris leucomelas	0.1630	0.5493	7.8550	1	1
PROCELLARIIFORMES	Procellariidae	Fulmarus glacialis	Fulmarus glacialis	0.1653	0.4954	7.3693	12	12
PROCELLARIIFORMES	Procellariidae	Halobaena caerulea	Halobaena caerulea	0.1664	0.4037	4.8556	2	4
PROCELLARIIFORMES	Procellariidae	Macronectes giganteus	Macronectes giganteus	0.1922	0.6018	10.6605	3	3
PROCELLARIIFORMES	Procellariidae	Pachyptila turtur	Pachyptila turtur	0.1683	0.2908	4.4276	1	1
PROCELLARIIFORMES	Procellariidae	Pagodroma nivea	Pagodroma nivea	0.0821	0.3614	5.5105	2	2
PROCELLARIIFORMES	Procellariidae	Procellaria aequinoctialis	Procellaria aequinoctialis	0.1864	0.4330	8.1064	1	1
PROCELLARIIFORMES	Procellariidae	Procellaria cinerea	Procellaria cinerea	0.2448	0.5514	7.4069	1	1
PROCELLARIIFORMES	Procellariidae	Pterodroma leucoptera	Pterodroma leucoptera	0.1382	0.3154	4.9623	5	5
PROCELLARIIFORMES	Procellariidae	Puffinus bulleri	Puffinus bulleri	0.2392	0.5200	6.5290	1	1
PROCELLARIIFORMES	Procellariidae	Puffinus carneipes	Puffinus carneipes	0.2988	0.5030	7.1107	2	2
PROCELLARIIFORMES	Procellariidae	Puffinus lherminieri	Puffinus lherminieri	0.1390	0.3881	5.0588	3	3
PROCELLARIIFORMES	Procellariidae	Puffinus pacificus	Puffinus pacificus	0.2340	0.5357	6.8128	6	6
PROCELLARIIFORMES	Procellariidae	Puffinus puffinus	Puffinus puffinus	0.1952	0.4854	6.1967	14	14
PROCELLARIIFORMES	Procellariidae	Puffinus tenuirostris	Puffinus tenuirostris	0.2615	0.5602	6.9230	7	7
PSITTACIFORMES	Cacatuidae	Cacatua sanguinea	Cacatua sanguinea	0.2154	0.4182	4.3862	1	2
PSITTACIFORMES	Cactuidae	Calyptorhynchus baudinii	Calyptorhynchus baudinii	0.2160	0.3823	4.8021	1	1
PSITTACIFORMES	Psittacidae	Forpus conspicillatus	Forpus conspicillatus	0.0238	0.1903	1.7541	1	4
PSITTACIFORMES	Psittacidae	Micropsitta keiensis	Micropsitta keiensis	0.0677	0.2736	1.6724	1	1
PSITTACIFORMES	Psittacidae	Platycercus icterotis	Platycercus icterotis	0.0931	0.3882	2.8912	1	1
PSITTACIFORMES	Psittacidae	Prosopeia tabuensis	Prosopeia tabuensis	0.0976	0.2218	3.5644	1	2
PTEROCLIDIFORMES	Pteroclidae	Pterocles alchata	Pterocles alchata	0.0285	0.4855	4.6293	1	3
PTEROCLIDIFORMES	Pteroclidae	Pterocles namaqua	Pterocles namaqua	0.0355	0.4601	3.6725	3	9
PTEROCLIDIFORMES	Pteroclidae	Pterocles orientalis	Pterocles orientalis	0.0413	0.4703	4.7640	1	3
RHEIFORMES	Rheidae	Rhea americana	Rhea americana	0.1021	0.4482	13.3388	3	3
RHEIFORMES	Rheidae	Pterocnemia pennata	Rhea pennata	0.0864	0.4994	13.2265	1	1
SPHENISCIFORMES	Spheniscidae	Aptenodytes patagonicus	Aptenodytes patagonicus	0.2570	0.4358	10.0247	1	1
SPHENISCIFORMES	Spheniscidae	Eudyptes chrysocome	Eudyptes chrysocome	0.2104	0.3812	7.0078	5	5
SPHENISCIFORMES	Spheniscidae	Eudyptes chrysolophus	Eudyptes chrysolophus	0.1686	0.3439	7.2678	3	3
SPHENISCIFORMES	Spheniscidae	Eudyptes pachyrhynchus	Eudyptes pachyrhynchus	0.1353	0.3432	7.7740	1	1
SPHENISCIFORMES	Spheniscidae	Eudyptula minor	Eudyptula minor	0.2049	0.3615	5.5604	3	4
SPHENISCIFORMES	Spheniscidae	Pygoscelis adeliae	Pygoscelis adeliae	0.0751	0.2754	6.7782	6	7
SPHENISCIFORMES	Spheniscidae	Pygoscelis antarctica	Pygoscelis antarcticus	0.1043	0.4169	7.2698	1	1
SPHENISCIFORMES	Spheniscidae	Pygoscelis papua	Pygoscelis papua	0.1194	0.2549	7.0469	4	5
SPHENISCIFORMES	Spheniscidae	Spheniscus magellanicus	Spheniscus magellanicus	0.2098	0.3496	7.5064	2	2
STRIGIFORMES	Strigidae	Aegolius acadicus	Aegolius acadicus	0.0631	0.1920	2.9788	2	8
STRIGIFORMES	Strigidae	Asio flammeus	Asio flammeus	0.0661	0.2772	4.0137	7	39
STRIGIFORMES	Strigidae	Asio otus	Asio otus	0.0437	0.2482	4.0689	26	115
STRIGIFORMES	Strigidae	Athene cunicularia	Athene cunicularia	0.0742	0.2322	3.1912	31	179
STRIGIFORMES	Strigidae	Bubo africanus	Bubo africanus	0.0061	0.1712	4.9782	1	2
STRIGIFORMES	Strigidae	Bubo bubo	Bubo bubo	0.0937	0.2717	5.8952	1	3
STRIGIFORMES	Strigidae	Nyctea scandiaca	Bubo scandiacus	0.0524	0.2662	5.6392	4	19
STRIGIFORMES	Strigidae	Bubo virginianus	Bubo virginianus	0.0473	0.2025	5.5256	41	100
STRIGIFORMES	Strigidae	Glaucidium brasilianum	Glaucidium brasilianum	0.0700	0.2779	3.0396	1	4
STRIGIFORMES	Strigidae	Glaucidium gnoma	Glaucidium gnoma	0.0825	0.2506	3.0033	2	7
STRIGIFORMES	Strigidae	Otus asio	Megascops asio	0.0442	0.1979	3.5868	34	118
STRIGIFORMES	Strigidae	Megascops kennicottii	Megascops kennicottii	0.0456	0.1977	3.6565	55	171
STRIGIFORMES	Strigidae	Micrathene whitneyi	Micrathene whitneyi	0.0442	0.1801	2.6862	8	24
STRIGIFORMES	Strigidae	Ninox scutulata	Ninox scutulata	0.0226	0.0967	3.2015	1	1
STRIGIFORMES	Strigidae	Otus bakkamoena	Otus bakkamoena	0.0388	0.1943	3.3048	1	3
STRIGIFORMES	Strigidae	Otus brucei	Otus brucei	0.0241	0.1502	3.1382	1	3
STRIGIFORMES	Strigidae	Otus flammeolus	Otus flammeolus	0.0323	0.2135	3.1345	1	4
STRIGIFORMES	Strigidae	Otus scops	Otus scops	0.0653	0.2517	3.0175	2	6
STRIGIFORMES	Strigidae	Strix aluco	Strix aluco	0.0476	0.1769	4.5906	2	6
STRIGIFORMES	Strigidae	Strix varia	Strix varia	0.0435	0.1942	4.8866	14	33
STRIGIFORMES	Strigidae	Ciccaba virgata	Strix virgata	0.0194	0.2192	3.9256	1	2
STRIGIFORMES	Strigidae	Surnia ulula	Surnia ulula	0.0436	0.2664	3.9818	8	34
STRIGIFORMES	Tytonidae	Phodilus badius	Phodilus badius	0.0504	0.2105	3.5554	1	4
STRIGIFORMES	Tytonidae	Tyto alba	Tyto alba	0.1398	0.3118	4.2910	32	170
STRUTHIONIFORMES	Struthionidae	Struthio camelus	Struthio camelus	0.0140	0.2431	14.4235	6	6
SULIFORMES	Anhingidae	Anhinga anhinga	Anhinga anhinga	0.1696	0.5571	5.2947	5	22
SULIFORMES	Anhingidae	Anhinga melanogaster	Anhinga melanogaster	0.1832	0.6039	5.5863	1	4
SULIFORMES	Fregatidae	Fregata magnificens	Fregata magnificens	0.1507	0.4798	6.9727	9	9
SULIFORMES	Fregatidae	Fregata minor	Fregata minor	0.1777	0.5013	7.2081	4	4
SULIFORMES	Phalacrocoracidae	Phalacrocorax aristotelis	Phalacrocorax aristotelis	0.1936	0.7050	6.6986	1	3
SULIFORMES	Phalacrocoracidae	Phalacrocorax albiventer	Phalacrocorax atriceps	0.2018	0.6331	6.4762	1	2
SULIFORMES	Phalacrocoracidae	Phalacrocorax auritus	Phalacrocorax auritus	0.1725	0.6331	6.1677	41	146
SULIFORMES	Phalacrocoracidae	Phalacrocorax brasilianus	Phalacrocorax brasilianus	0.1546	0.6114	5.3585	11	42
SULIFORMES	Phalacrocoracidae	Phalacrocorax carbo	Phalacrocorax carbo	0.1687	0.6387	6.4794	5	15
SULIFORMES	Phalacrocoracidae	Phalacrocorax magellanicus	Phalacrocorax magellanicus	0.1577	0.5386	5.8742	1	3
SULIFORMES	Phalacrocoracidae	Phalacrocorax pelagicus	Phalacrocorax pelagicus	0.1745	0.5858	5.6796	58	180
SULIFORMES	Phalacrocoracidae	Phalacrocorax penicillatus	Phalacrocorax penicillatus	0.1559	0.6063	6.1816	41	161
SULIFORMES	Phalacrocoracidae	Phalacrocorax pygmeus	Phalacrocorax pygmeus	0.1027	0.4880	4.4030	1	3
SULIFORMES	Phalacrocoracidae	Phalacrocorax urile	Phalacrocorax urile	0.1605	0.5993	6.2445	2	8
SULIFORMES	Sulidae	Morus bassanus	Morus bassanus	0.1636	0.6319	7.9350	10	10
SULIFORMES	Sulidae	Sula serrator	Morus serrator	0.1836	0.6135	7.8287	1	1
SULIFORMES	Sulidae	Sula dactylatra	Sula dactylatra	0.1086	0.4081	6.4338	2	3
SULIFORMES	Sulidae	Sula leucogaster	Sula leucogaster	0.0679	0.4700	6.0586	7	12
SULIFORMES	Sulidae	Sula nebouxii	Sula nebouxii	0.1048	0.4796	6.0528	10	23
SULIFORMES	Sulidae	Sula sula	Sula sula	0.1179	0.4951	6.3122	5	5
TINAMIFORMES	Tinamidae	Crypturellus tataupa	Crypturellus tataupa	0.0451	0.3978	4.1332	2	10
TINAMIFORMES	Tinamidae	Eudromia elegans	Eudromia elegans	0.0418	0.3772	5.2926	3	11
TINAMIFORMES	Tinamidae	Nothoprocta perdicaria	Nothoprocta perdicaria	0.0535	0.3820	4.3292	1	3
TINAMIFORMES	Tinamidae	Rhynchotus rufescens	Rhynchotus rufescens	0.0484	0.3543	5.5407	1	1
TROGONIFORMES	Trogonidae	Euptilotis neoxenus	Euptilotis neoxenus	0.1472	0.2363	3.0608	1	1
TROGONIFORMES	Trogonidae	Harpactes erythrocephalus	Harpactes erythrocephalus	0.0490	0.1534	2.7930	1	3
TROGONIFORMES	Trogonidae	Trogon elegans	Trogon elegans	0.2357	0.2825	2.8055	1	4
